X,Y,Z,TEXTSTRING,TEXT_SIZE,TEXT_ANGLE
5032.09964044735,7725.13179148051,0,600.41,0.718368585347892,73.160976233221234
5034.28794454344,7727.18394283532,0,600.50,0.718368585347892,73.160976233247439
5036.47624863953,7729.23609419013,0,600.65,0.718368585347892,73.160976233247439
5038.66455273561,7731.28824554493,0,600.82,0.718368585347892,73.160976233262261
5040.8528568317,7733.34039689974,0,600.95,0.718368585347892,73.160976233224687
5043.04116092779,7735.39254825455,0,600.98,0.718368585347892,73.160976233221234
5045.22946502388,7737.44469960936,0,600.91,0.718368585347892,73.160976233239509
5047.41776911997,7739.49685096417,0,600.85,0.718368585347892,73.160976233262261
5049.60607321605,7741.54900231898,0,600.82,0.718368585347892,73.160976233244000
5051.79437731214,7743.60115367379,0,600.79,0.718368585347892,73.160976233229178
5053.98268140823,7745.6533050286,0,600.73,0.718368585347892,73.160976233240547
5056.17098550432,7747.70545638341,0,600.63,0.718368585347892,73.160976233223636
5058.35928960041,7749.75760773822,0,600.48,0.718368585347892,73.160976233250878
5060.54759369649,7751.80975909303,0,600.33,0.718368585347892,73.160976233236056
5062.73589779258,7753.86191044784,0,600.12,0.718368585347892,73.160976233240547
5064.92420188867,7755.91406180265,0,599.72,0.718368585347892,73.160976233225739
5067.11250598476,7757.96621315746,0,598.98,0.718368585347892,73.160976233250878
5069.30081008084,7760.01836451227,0,598.00,0.718368585347892,73.160976233239509
5071.48911417693,7762.07051586708,0,596.93,0.718368585347892,73.160976233221234
5073.67741827302,7764.12266722188,0,595.89,0.718368585347892,73.160976233213304
5075.86572236911,7766.17481857669,0,594.98,0.718368585347892,73.160976233258822
5078.05402646519,7768.2269699315,0,594.20,0.718368585347892,73.160976233247439
5080.24233056128,7770.27912128631,0,593.46,0.718368585347892,73.160976233217795
5082.43063465737,7772.33127264112,0,592.73,0.718368585347892,73.160976233228126
5084.61893875346,7774.38342399593,0,591.96,0.718368585347892,73.160976233240547
5086.80724284955,7776.43557535074,0,591.16,0.718368585347892,73.160976233255369
5088.99554694563,7778.48772670555,0,590.33,0.718368585347892,73.160976233224687
5091.18385104172,7780.53987806036,0,589.64,0.718368585347892,73.160976233239509
5093.37215513781,7782.59202941517,0,589.13,0.718368585347892,73.160976233226776
5095.5604592339,7784.64418076998,0,588.16,0.718368585347892,73.160976233277083
5097.74876332999,7786.69633212479,0,587.00,0.718368585347892,73.160976233248491
5099.93706742607,7788.7484834796,0,585.95,0.718368585347892,73.160976233228126
5102.12537152216,7790.8006348344,0,584.97,0.718368585347892,73.160976233247439
5030.04748909254,7727.32009557659,0,600.18,0.718368585347892,73.160976233229178
5032.23579318863,7729.3722469314,0,600.20,0.718368585347892,73.160976233236056
5034.42409728472,7731.42439828621,0,600.34,0.718368585347892,73.160976233232617
5036.61240138081,7733.47654964102,0,600.63,0.718368585347892,73.160976233236056
5038.80070547689,7735.52870099583,0,600.92,0.718368585347892,73.160976233201936
5040.98900957298,7737.58085235064,0,601.04,0.718368585347892,73.160976233236056
5043.17731366907,7739.63300370545,0,601.00,0.718368585347892,73.160976233224687
